SC,SP,Periode,Device_trust,Friendship,Localisation,Reputation,Experiance
h1,f3,1,0.5,0.5,0.4744,0.5,0.5
h1,f4,1,0.5,0.5,0.212492,0.5,0.5
h1,f5,1,0.5,0.5,0.269286,0.5,0.5
h1,h2,1,0.5,0.5,0.43937,0.5,0.5
h1,f2,2,0.900291,0.5,0.556362,0.5,0.5
h1,f5,2,0.898947,0.5,0.269286,0.5,0.5
h1,h2,2,0.900462,0.5,0.43937,0.5,0.5
h1,h4,2,0.901027,0.5,0.367107,0.5,0.5
h5,f2,2,0.900291,0.333333,0.191639,0.5,0.5
h5,f3,2,0.900291,0.333333,0.517238,0.5,0.5
h5,f5,2,0.898947,0.333333,0.750669,0.5,0.5
h5,h2,2,0.900462,0.666667,0,0.5,0.5
h5,h4,2,0.901027,0.666667,0.664526,0.5,0.5
h2,f2,2,0.900291,0.5,0.768221,0.5,0.5
h2,f3,2,0.900291,0.5,0.428662,0.5,0.5
h2,f5,2,0.898947,0.5,0,0.5,0.5
h5,f3,2,0.900291,0.333333,0.517238,0.5,0.5
h5,f5,2,0.898947,0.333333,0.750669,0.5,0.5
h5,h2,2,0.900462,0.666667,0,0.5,0.5
h3,f3,2,0.900291,0.5,0.805921,0.5,0.5
h3,h2,2,0.900462,0,0.621867,0.5,0.5
f4,f5,2,0.898947,0.5,0.552963,0.5,0.5
f4,h2,2,0.900462,0,0.0635079,0.5,0.5
h3,h2,2,0.900462,0,0.621867,0.5,0.5
h3,f5,2,0.898947,0,0.225157,0.5,0.5
f2,f5,2,0.898947,0.75,0.0994279,0.5,0.5
f2,h2,2,0.900462,0.25,0.768221,0.5,0.5
f2,h3,2,0.899555,0.25,0.851998,0.5,0.5
f1,f5,2,0.898947,0.666667,0.0983332,0.5,0.5
f1,h2,2,0.900462,0.333333,0.685799,0.5,0.5
f1,h3,2,0.899555,0.333333,0.659381,0.5,0.5
f3,f4,3,0.939518,0.666667,0.634183,0.5,0.5
h5,f2,3,0.94134,0.333333,0.191639,0.5,0.5
h5,f4,3,0.939518,0.333333,0.793936,0.5,0.5
h5,h2,3,0.941725,0.666667,0,0.5,0.5
f4,f2,3,0.94134,0.5,0.292101,0.5,0.5
f4,h2,3,0.941725,0,0.0635079,0.5,0.5
f4,h5,3,0.941708,0.5,0.793936,0.5,0.5
h3,f2,3,0.94134,0.5,0.851998,0.5,0.5
h3,h2,3,0.941725,0,0.621867,0.5,0.7
h3,h5,3,0.941708,1,0.334537,0.5,0.5
h3,h2,3,0.941725,0,0.621867,0.5,0.7
h3,f2,3,0.94134,0.5,0.851998,0.5,0.5
h3,h5,3,0.941708,1,0.334537,0.5,0.5
f3,f1,3,0.941416,0.333333,0.502559,0.5,0.5
f3,f2,3,0.94134,0.333333,0.657919,0.5,0.5
f3,h2,3,0.941725,0.333333,0.428662,0.5,0.5
f3,h5,3,0.941708,0.333333,0.517238,0.5,0.5
f5,f1,3,0.941416,0.666667,0.0983332,0.5,0.5
f5,f2,3,0.94134,1,0.0994279,0.5,0.5
f5,f3,3,0.941708,0.333333,0.375065,0.5,0.5
f5,h2,3,0.941725,0.333333,0,0.5,0.5
f5,h5,3,0.941708,0.333333,0.750669,0.5,0.5
h5,f1,3,0.941416,0.333333,0.119574,0.5,0.5
h5,f3,3,0.941708,0.333333,0.517238,0.5,0.5
h5,h2,3,0.941725,0.666667,0,0.5,0.5
h3,f1,3,0.941416,0.5,0.659381,0.5,0.5
h3,f3,3,0.941708,0.5,0.805921,0.5,0.7
h3,h2,3,0.941725,0,0.621867,0.5,0.85
h3,h5,3,0.941708,1,0.334537,0.5,0.5
f3,f2,4,0.965723,0.333333,0.657919,0.5,0.7
f3,f4,4,0.964071,0.666667,0.634183,0.5,0.7
f3,h4,4,0.964124,0.333333,0.83245,0.5,0.5
h3,f2,4,0.965723,0.5,0.851998,0.5,0.7
h3,f3,4,0.965761,0.5,0.805921,0.5,0.7
h3,f4,4,0.964071,0.5,0.440104,0.5,0.5
h3,h2,4,0.963564,0,0.621867,0.5,0.9
h3,h4,4,0.964124,1,0.638371,0.5,0.5
h3,f2,4,0.965723,0.5,0.851998,0.5,0.7
h3,f3,4,0.965761,0.5,0.805921,0.5,0.7
h3,f4,4,0.964071,0.5,0.440104,0.5,0.5
h3,h2,4,0.963564,0,0.621867,0.5,0.925
h3,h4,4,0.964124,1,0.638371,0.5,0.5
f4,f2,5,0.979709,0.5,0.292101,0.5,0.5
h5,f2,5,0.979709,0.333333,0.191639,0.5,0.5
f5,f1,5,0.980285,0.666667,0.0983332,0.5,0.5
f5,h1,5,0.975501,0.333333,0.269286,0.5,0.5
h5,f1,5,0.980285,0.333333,0.119574,0.5,0.5
h5,f3,5,0.979731,0.333333,0.517238,0.5,0.7
h5,h1,5,0.975501,0.333333,0.228055,0.5,0.5
h1,f1,5,0.980285,0,0.750855,0.5,0.5
h1,f2,5,0.979709,0.5,0.556362,0.5,0.7
h1,f3,5,0.979731,0.5,0.4744,0.5,0.5
h1,f2,5,0.979709,0.5,0.556362,0.5,0.7
h1,f3,5,0.979731,0.5,0.4744,0.5,0.5
h1,f1,5,0.980285,0,0.750855,0.5,0.5
h1,f1,5,0.980285,0,0.750855,0.5,0.5
h1,f3,5,0.979731,0.5,0.4744,0.5,0.5
h5,f1,5,0.980285,0.333333,0.119574,0.5,0.5
h5,f3,5,0.979731,0.333333,0.517238,0.5,0.85
h5,h1,5,0.975501,0.333333,0.228055,0.5,0.5
f1,f3,5,0.979731,0.333333,0.502559,0.5,0.5
f1,h1,5,0.975501,0,0.750855,0.5,0.5
h1,f1,5,0.980285,0,0.750855,0.5,0.5
h1,f3,5,0.979731,0.5,0.4744,0.5,0.34
f3,f4,7,0.983686,0.666667,0.634183,0.5,0.85
f2,f4,7,0.983686,0.25,0.292101,0.5,0.5
h1,f4,7,0.983686,0.5,0.212492,0.5,0.5
f3,f1,7,0.992655,0.333333,0.502559,0.5,0.5
f3,f4,7,0.983686,0.666667,0.634183,0.5,0.9
f3,h2,7,0.992767,0.333333,0.428662,0.5,0.5
h5,f1,7,0.992655,0.333333,0.119574,0.5,0.5
h5,f4,7,0.983686,0.333333,0.793936,0.5,0.471429
h5,h2,7,0.992767,0.666667,0,0.5,0.5
f2,f1,7,0.992655,0.5,0.742268,0.5,0.5
f2,f3,7,0.992631,0.25,0.657919,0.5,0.5
f2,f4,7,0.983686,0.25,0.292101,0.5,0.7
f2,h2,7,0.992767,0.25,0.768221,0.5,0.5
h4,f1,7,0.992655,0.5,0.350769,0.5,0.5
h4,f3,7,0.992631,0.5,0.83245,0.5,0.5
h4,f4,7,0.983686,0.5,0.801733,0.5,0.5
h4,h2,7,0.992767,0,0.261497,0.5,0.5
h4,h3,7,0.993143,1,0.638371,0.5,0.5
f4,f1,7,0.992655,0.5,0.163344,0.5,0.5
f4,f3,7,0.992631,1,0.634183,0.5,0.5
f4,h2,7,0.992767,0,0.0635079,0.5,0.5
f4,h3,7,0.993143,0.5,0.440104,0.5,0.5
h5,f1,7,0.992655,0.333333,0.119574,0.5,0.5
h5,f3,7,0.992631,0.333333,0.517238,0.5,0.9
h5,f4,7,0.983686,0.333333,0.793936,0.5,0.471429
h5,h2,7,0.992767,0.666667,0,0.5,0.7
h5,h3,7,0.993143,0.666667,0.334537,0.5,0.5
f5,h2,8,0.994286,0.333333,0,0.5,0.5
f2,h2,8,0.994286,0.25,0.768221,0.5,0.5
h3,h2,8,0.994286,0,0.621867,0.5,0.925
f2,h2,8,0.994286,0.25,0.768221,0.5,0.7
f2,h2,8,0.994286,0.25,0.768221,0.5,0.77
h1,f2,8,0.992467,0.5,0.556362,0.5345,0.36
h1,h2,8,0.994286,0.5,0.43937,0.5,0.5
f4,f2,8,0.992467,0.5,0.292101,0.5345,0.7
f4,f5,8,0.992436,0.5,0.552963,0.5,0.7
f4,h2,8,0.994286,0,0.0635079,0.5,0.5
h1,f2,8,0.992467,0.5,0.556362,0.5345,0.36
h1,f5,8,0.992436,0.5,0.269286,0.5,0.5
h1,h2,8,0.994286,0.5,0.43937,0.5,0.34
h1,h5,8,0.995343,0.5,0.228055,0.5,0.5
h5,f2,9,0.994086,0.333333,0.191639,0.5345,0.46
h5,f2,9,0.994086,0.333333,0.191639,0.5345,0.46
h1,f2,9,0.994086,0.5,0.556362,0.5345,0.36
h5,f2,9,0.994086,0.333333,0.191639,0.5345,0.46
h1,f2,9,0.994086,0.5,0.556362,0.5345,0.36
h3,f2,9,0.994086,0.5,0.851998,0.5345,0.85
h3,h1,9,0.993252,0.5,0.550043,0.5,0.5
h3,h5,9,0.996674,1,0.334537,0.5,0.5
h3,f2,9,0.994086,0.5,0.851998,0.5345,0.85
h3,h5,9,0.996674,1,0.334537,0.5,0.5
h3,h1,9,0.993252,0.5,0.550043,0.5,0.5
f4,f2,9,0.994086,0.5,0.292101,0.5345,0.7
f4,h1,9,0.993252,0.5,0.212492,0.5,0.5
f4,h5,9,0.996674,0.5,0.793936,0.5,0.7
f2,f1,9,0.997727,0.5,0.742268,0.5,0.7
f2,f4,9,0.994001,0.25,0.292101,0.5,0.7
f2,h1,9,0.993252,0.25,0.556362,0.5,0.5
f2,h5,9,0.996674,0.25,0.191639,0.5,0.5
h1,h2,10,0.997191,0.5,0.43937,0.595556,0.34
f4,h2,10,0.997191,0,0.0635079,0.595556,0.5
f4,h2,10,0.997191,0,0.0635079,0.595556,0.5
f4,h4,10,0.996232,0.5,0.801733,0.5,0.5
f2,f3,10,0.997819,0.25,0.657919,0.5,0.5
f2,f4,10,0.996753,0.25,0.292101,0.5,0.7
f2,h2,10,0.997191,0.25,0.768221,0.595556,0.86
f2,h4,10,0.996232,0.25,0.490369,0.5,0.5
h4,f3,10,0.997819,0.5,0.83245,0.5,0.5
h4,f4,10,0.996753,0.5,0.801733,0.5,0.5
h4,h2,10,0.997191,0,0.261497,0.595556,0.5
f5,f3,10,0.997819,0.333333,0.375065,0.5,0.5
f5,f4,10,0.996753,0.333333,0.552963,0.5,0.5
f5,h2,10,0.997191,0.333333,0,0.595556,0.5
f5,h4,10,0.996232,0,0.480404,0.5,0.5
h5,f1,10,0.997944,0.333333,0.119574,0.5,0.5
h5,f3,10,0.997819,0.333333,0.517238,0.5,0.925
h5,h2,10,0.997191,0.666667,0,0.595556,0.7
h5,h4,10,0.996232,0.666667,0.664526,0.5,0.7
h2,f1,10,0.997944,0.5,0.685799,0.5,0.5
h2,f3,10,0.997819,0.5,0.428662,0.5,0.5
h2,h4,10,0.996232,0,0.261497,0.5,0.5
f1,h2,11,0.997984,0.333333,0.685799,0.595556,0.38
h5,h2,11,0.997984,0.666667,0,0.595556,0.7
f3,h2,11,0.997984,0.333333,0.428662,0.595556,0.5
f3,f5,11,0.998062,0.333333,0.375065,0.5,0.5
f5,f1,11,0.999157,0.666667,0.0983332,0.5,0.7
f5,f4,11,0.995906,0.333333,0.552963,0.6,0.7
f5,h4,11,0.99593,0,0.480404,0.5,0.5
h1,f1,11,0.999157,0,0.750855,0.5,0.34
h1,h4,11,0.99593,0.5,0.367107,0.5,0.5
f3,f1,11,0.999157,0.333333,0.502559,0.5,0.5
f3,h4,11,0.99593,0.333333,0.83245,0.5,0.5
f2,f1,11,0.999157,0.5,0.742268,0.5,0.85
h1,f1,11,0.999157,0,0.750855,0.5,0.34
h1,f3,11,0.998349,0.5,0.4744,0.6,0.34
h1,h4,11,0.99593,0.5,0.367107,0.5,0.34
h4,f1,11,0.999157,0.5,0.350769,0.5,0.5
h4,f3,11,0.998349,0.5,0.83245,0.6,0.7
h4,f4,11,0.995906,0.5,0.801733,0.6,0.5
f4,f2,12,0.991324,0.5,0.292101,0.5345,0.7
h3,f2,12,0.991324,0.5,0.851998,0.5345,0.9
h3,h2,12,0.996709,0,0.621867,0.595556,0.94
h5,h2,12,0.996709,0.666667,0,0.595556,0.85
f2,h2,12,0.996709,0.25,0.768221,0.595556,0.895
f3,h2,12,0.996709,0.333333,0.428662,0.595556,0.7
f2,f1,13,0.997508,0.5,0.742268,0.5,0.9
f2,h2,13,0.995003,0.25,0.768221,0.595556,0.916
f1,h2,13,0.995003,0.333333,0.685799,0.595556,0.61
f1,h5,13,0.998881,0.333333,0.119574,0.5,0.5
h1,f1,13,0.997508,0,0.750855,0.5,0.34
h1,f4,13,0.994694,0.5,0.212492,0.6,0.34
h1,h2,13,0.995003,0.5,0.43937,0.595556,0.34
h1,h5,13,0.998881,0.5,0.228055,0.5,0.5
h1,h5,13,0.998881,0.5,0.228055,0.5,0.5
h1,h2,13,0.995003,0.5,0.43937,0.595556,0.34
h1,f4,13,0.994694,0.5,0.212492,0.6,0.34
h1,f1,13,0.997508,0,0.750855,0.5,0.34
h4,f1,13,0.997508,0.5,0.350769,0.5,0.5
h4,f4,13,0.994694,0.5,0.801733,0.6,0.5
h4,h2,13,0.995003,0,0.261497,0.595556,0.5
h4,h5,13,0.998881,1,0.664526,0.5,0.5
h5,f1,13,0.997508,0.333333,0.119574,0.5,0.5
h5,f4,13,0.994694,0.333333,0.793936,0.6,0.471429
h5,h2,13,0.995003,0.666667,0,0.595556,0.9
h1,f1,13,0.997508,0,0.750855,0.5,0.34
h1,f4,13,0.994694,0.5,0.212492,0.6,0.34
h1,h2,13,0.995003,0.5,0.43937,0.595556,0.34
h1,h5,13,0.998881,0.5,0.228055,0.5,0.22
h4,f1,13,0.997508,0.5,0.350769,0.5,0.5
h4,f3,13,0.998911,0.5,0.83245,0.6,0.85
h4,f4,13,0.994694,0.5,0.801733,0.6,0.7
h4,f5,13,0.999346,0,0.480404,0.5,0.5
h4,h2,13,0.995003,0,0.261497,0.595556,0.5
h4,h5,13,0.998881,1,0.664526,0.5,0.5
h1,f3,14,0.998983,0.5,0.4744,0.6,0.34
h1,h4,14,0.999344,0.5,0.367107,0.5,0.34
f5,f2,14,0.992178,1,0.0994279,0.5345,0.7
f5,f3,14,0.998983,0.333333,0.375065,0.6,0.5
f5,h4,14,0.999344,0,0.480404,0.5,0.5
h1,f2,14,0.992178,0.5,0.556362,0.5345,0.36
h1,f3,14,0.998983,0.5,0.4744,0.6,0.34
h1,f5,14,0.99962,0.5,0.269286,0.5,0.34
h1,h4,14,0.999344,0.5,0.367107,0.5,0.34
h3,f2,14,0.992178,0.5,0.851998,0.5345,0.885
h3,f3,14,0.998983,0.5,0.805921,0.6,0.7
h3,f5,14,0.99962,0,0.225157,0.5,0.5
h3,h4,14,0.999344,1,0.638371,0.5,0.5
h3,f3,15,0.999761,0.5,0.805921,0.6,0.7
f2,f3,15,0.999761,0.25,0.657919,0.6,0.5
f2,h5,15,0.997543,0.25,0.191639,0.5,0.5
h4,f3,15,0.999761,0.5,0.83245,0.6,0.9
h4,h5,15,0.997543,1,0.664526,0.5,0.5
f2,f3,15,0.999761,0.25,0.657919,0.6,0.7
f2,h5,15,0.997543,0.25,0.191639,0.5,0.5
f1,f3,15,0.999761,0.333333,0.502559,0.6,0.5
f1,h5,15,0.997543,0.333333,0.119574,0.5,0.5
h5,f1,15,0.998959,0.333333,0.119574,0.5,0.5
h4,f1,15,0.998959,0.5,0.350769,0.5,0.5
h4,f5,15,0.99978,0,0.480404,0.5,0.5
h4,h5,15,0.997543,1,0.664526,0.5,0.7
h5,f1,15,0.998959,0.333333,0.119574,0.5,0.5
h5,f3,15,0.999761,0.333333,0.517238,0.6,0.94
h5,f5,15,0.99978,0.333333,0.750669,0.5,0.7
f2,f1,15,0.998959,0.5,0.742268,0.5,0.925
f2,f4,15,0.998327,0.25,0.292101,0.6,0.7
f2,f5,15,0.99978,0.75,0.0994279,0.5,0.5
f3,f1,15,0.998959,0.333333,0.502559,0.5,0.5
f3,f4,15,0.998327,0.666667,0.634183,0.6,0.925
f3,f5,15,0.99978,0.333333,0.375065,0.5,0.678947
f3,h2,15,0.999371,0.333333,0.428662,0.638222,0.85
